P38634	PED00001
O14558	PED00002
Q16143	PED00003
O43806	PED00004
O14558	PED00005
P37840	PED00006
Q16143	PED00006
P09525-1	PED00007
P42212	PED00007
O14558	PED00008
P12296	PED00009
P42212	PED00010
P09525-1	PED00010
Q5L4K5	PED00011
P12296	PED00012
Q8XAD5	PED00013
P07834	PED00014
P52286	PED00014
P38634	PED00014
P12296	PED00015
Q15004	PED00016
P10636-8	PED00017
O14558	PED00019
Q89933	PED00020
O14558	PED00021
Q08012	PED00022
P38634	PED00023
P37840	PED00024
Q5L4K5	PED00025
P12296	PED00026
P04156	PED00032
P04156	PED00033
Q00987	PED00034
O15350	PED00034
O15350	PED00035
Q09472	PED00035
O15350	PED00036
Q07817	PED00036
P04637	PED00037
P45481	PED00037
P04637	PED00038
P45481	PED00038
P04637	PED00039
P45481	PED00039
P02751	PED00040
P02751	PED00041
P02751	PED00043
P02751	PED00044
P04156	PED00045
P04156	PED00046
P63316	PED00047
P63316	PED00048
P63316	PED00049
P63316	PED00050
O26309	PED00051
O26309	PED00052
Q7Z3K3	PED00053
O75475	PED00053
O75475	PED00054
Q7Z3K3	PED00054
P06766	PED00055
P06766	PED00056
P09874	PED00057
P09874	PED00058
P09874	PED00059
P02655	PED00060
P02655	PED00061
P02655	PED00062
P04637	PED00063
P04631	PED00063
P04637	PED00064
Q92793	PED00064
P14213	PED00065
P14213	PED00066
P14213	PED00067
P19429	PED00068
P63316	PED00068
P63316	PED00069
P19429	PED00069
P01210	PED00070
P01210	PED00071
P12497	PED00072
P12497	PED00073
P04578	PED00074
P04972	PED00075
Q16987	PED00076
K4MTL7	PED00077
Q1I128	PED00078
P0CG48	PED00079
P0CG48	PED00080
P35414	PED00081
P35414	PED00082
P35414	PED00083
P35414	PED00084
P07276	PED00085
P32776	PED00085
P32776	PED00086
P32776	PED00087
P04637	PED00087
Q13351	PED00088
P32776	PED00088
P01215	PED00089
P01215	PED00090
P01215	PED00091
P14736	PED00092
P32776	PED00092
P01308	PED00093
P01308	PED00094
P01308	PED00095
P01308	PED00096
P32776	PED00097
P12978	PED00097
P12978	PED00098
P32776	PED00098
P32776	PED00099
P21698	PED00099
P32776	PED00100
P21698	PED00100
P01308	PED00101
P01308	PED00102
P01308	PED00103
P01308	PED00104
P02588	PED00105
O75880	PED00106
P02588	PED00107
O75880	PED00108
P19634	PED00109
O75880	PED00110
O75880	PED00111
P19634	PED00112
P04156	PED00113
P27958	PED00114
P04156	PED00115
P27958	PED00116
P07156	PED00117
P07156	PED00118
P02730	PED00119
P02730	PED00120
P02730	PED00121
P02730	PED00123
P02730	PED00124
P0CG47	PED00125
P0CG47	PED00126
P12488	PED00127
P12488	PED00128
P17096	PED00129
P17096	PED00130
P0DP33	PED00131
P23634	PED00131
P0DP33	PED00132
P0DP33	PED00133
P30569	PED00134
P0DP33	PED00135
P30569	PED00136
P28300	PED00139
A0A1Z3GD08	PED00140
A0A1Z3GD05	PED00141
Q15726	PED00142
Q02199	PED00143
P49790	PED00144
P49790	PED00145
Q02199	PED00146
P52292	PED00147
P52292	PED00148
P49790	PED00149
P49790	PED00150
Q03281	PED00151
Q03281	PED00152
O14733	PED00153
P45985	PED00154
P15516	PED00155
Q08012	PED00156
Q08012	PED00157
Q08012	PED00158
P38634	PED00159
P38634	PED00160
P38634	PED00161
Q92793	PED00162
P42763	PED00164
Q09472	PED00165
Q95V77	PED00166
P0A7K6	PED00167
P20810	PED00168
P15146-3	PED00169
P42759	PED00170
P03255	PED00174
P06400	PED00174
P03255	PED00175
Q9IK91	PED00176
Q9IK91	PED00177
Q9KPH3	PED00180
O00401	PED00181
O55777	PED00182
Q997F2	PED00183
Q15596	PED00184
P18827	PED00185
P34741	PED00186
O75056	PED00187
P31431-2	PED00188
P37840	PED00189
Q03689	PED00190
Q03689	PED00191
P10636-8	PED00192
Q13485	PED00193
Q13485	PED00194
Q13485	PED00195
Q13485	PED00196
Q15796	PED00197
Q15796	PED00198
Q15796	PED00199
Q15796	PED00200
Q15796	PED00201
Q15796	PED00202
O55777	PED00203
P0C1C6	PED00204
P0C1C7	PED00205
P10275	PED00206
O75190-2	PED00209
P09651-2	PED00212
P09651-2	PED00213
P09651-2	PED00214
P09651-2	PED00215
Q92793	PED00216
Q9BQB4	PED00217
P35189	PED00218
P32597	PED00218
P04925	PED00219
P23193	PED00220
Q96ST2	PED00220
P0DP29	PED00222
P11233	PED00222
P42858	PED00223
P42858	PED00224
P39935	PED00225
P39935	PED00226
P32588	PED00227
P39935	PED00227
